building_id,water_usage_liters,waste_produced_kg,recycled_waste_kg,occupancy_level,temperature_c,humidity_%,cloud_cover_%,wind_speed_kmph,dew_point_c,precipitation_mm,beam_irradiance_wm2,diffuse_irradiance_wm2,reflected_irradiance_wm2,is_peak_hour,day_type,solar_generation_kwh,energy_consumption_kwh,total_energy_saved_kwh,building
B1,903.4641725427792,13.352616302164082,4.729286980020333,0.35,11.460464115968415,41.87655899270145,84.24664072126257,5.779145491348007,0.2548917419036201,3.040394618905642,698.4537098091747,224.9520965037056,80.05580095705142,1,Weekday,46.17,370.31,37.41,green_smart_campus_dataset
B1,645.6324106200282,18.045771882629733,13.592343183753693,0.93,2.353829075571912,35.77757260217808,33.82165171825056,24.482499935435133,-0.8149505229938683,8.107920721628282,482.5671982867177,397.8757098967181,87.4568765910156,0,Weekend,44.02,308.04,39.85,green_smart_campus_dataset
B1,385.1045091014784,19.64135838571998,13.983129732461748,0.78,32.65644725674005,55.40674784638005,21.824883251157136,12.425074312757916,10.300868081093942,9.11311582175626,211.0182518611642,288.55236388995047,10.540689430444944,1,Weekend,24.98,220.11,23.25,green_smart_campus_dataset
B3,601.9418297331011,5.212389465180237,6.636560136762277,0.39,16.294045060685562,62.42625383895757,87.14520646188431,24.901922894914943,14.72699722525288,0.7295788971456363,919.6968197236192,357.5243912962401,20.608296739713392,1,Weekend,63.86,295.69,48.29,green_smart_campus_dataset
B1,785.1890877624927,24.025149573738883,13.464235799589284,0.35,29.094218415499405,20.684056199363688,90.2133868447005,12.24464945153166,-8.838953503768387,7.56424536319251,348.3624931780447,60.63782784149933,60.31183053653761,1,Weekend,20.45,361.43,19.96,green_smart_campus_dataset
B1,966.494407135547,22.82535729654352,6.375284519681617,0.98,8.683800230377031,74.61446005408337,33.89708371915599,5.493781609601683,9.859055367329653,2.553434361504908,301.8583328436634,355.1152644989531,98.00819963147508,0,Weekday,32.85,377.83,30.75,green_smart_campus_dataset
B2,376.3568033963352,14.157159655163056,11.315435645615802,0.78,8.411532683178823,77.39174918816133,35.48014192813734,12.68630991842142,-4.033916486867998,1.7532766253662913,834.3789990486887,294.19963210023417,69.46416379433833,0,Weekend,56.43,225.46,50.11,green_smart_campus_dataset
B1,908.945417703476,6.323398389220456,7.663191045668138,0.59,34.42161922696157,87.5857577197553,57.96285275831441,0.989889294976945,-5.08730440148648,6.011223920250361,983.0979448514712,109.76440189569873,43.67230243642699,0,Weekday,54.64,371.85,53.15,green_smart_campus_dataset
B3,947.4432913339922,23.87331349462626,2.716164191100562,0.79,15.873321939793993,32.64506132572865,73.34414938106582,22.619245035548783,11.80918208331396,7.056026162286997,694.1442328702843,58.9883347482588,23.15343749333133,1,Weekend,37.66,395.58,29.37,green_smart_campus_dataset
B1,933.136435625653,28.87937901195331,13.991078817318302,0.83,0.6278169544298517,61.61867936526636,6.314920190686346,20.463756279861027,0.8804541026115569,3.9476098573521377,662.3294401220955,140.9743023439785,23.755212494438567,1,Weekday,40.17,399.2,33.2,green_smart_campus_dataset
B3,708.331485489528,11.003789900550355,7.357352307285512,0.85,3.786987119788297,49.863776143347614,59.33436571884717,18.14551301735712,5.430808159720241,0.3917370708219059,387.4877822989563,370.5206756474696,42.64778820851054,1,Weekend,37.9,318.85,27.51,green_smart_campus_dataset
B1,703.8565235477661,13.088115343425947,11.28281856451365,0.63,14.277771175708832,43.43794960887455,95.28200617835816,15.2456678860615,2.5999583303920524,9.087045241967932,118.3721056166164,283.8465285451002,74.24291776096065,0,Weekday,20.11,301.84,16.83,green_smart_campus_dataset
B1,522.5685065470582,9.595322237045371,6.14043340203809,0.6,-3.3011635804635464,59.59434160062533,26.209389717995368,14.49585584175908,12.69177120533833,7.307469168474951,272.61807924043865,371.8141864991635,12.86373619224196,1,Weekday,32.22,252.09,27.45,green_smart_campus_dataset
B1,801.9183058430303,19.42340308362099,1.2643323000672853,0.31,13.501359415132018,74.76681652564852,90.88272140969336,24.91820535198657,6.45419181232641,2.716668066830147,625.9873929009148,206.1527738729908,86.69598323154747,0,Weekend,41.61,353.77,36.82,green_smart_campus_dataset
B1,625.0352146807455,8.871034866186374,2.407425021685703,0.95,11.757633683205103,21.61369484116471,95.01683407630937,6.9499358504984485,23.721053171328165,4.968638557447399,236.18481563444095,377.8194833323344,94.73962921208252,1,Weekend,30.7,297.96,22.08,green_smart_campus_dataset
B3,741.9504569826356,13.904848586534486,7.947072712858942,0.72,26.17345061277948,87.85800787963308,26.915364097108974,19.492109134139447,2.333396568726286,0.2779278996707801,895.4522262381944,212.035935405752,89.99348144777481,1,Weekday,55.37,340.58,39.3,green_smart_campus_dataset
B3,542.7663230790363,22.425325348356573,10.659500999769074,0.44,9.19767857956967,76.69171099939976,75.42018658853506,14.535119255341437,15.909951909199233,3.3928278180594185,269.33021906759666,121.48915354641709,92.17242184572036,0,Weekday,19.54,259.72,16.14,green_smart_campus_dataset
B2,785.1971712345113,19.002899575233712,5.686294572109907,0.94,34.30195046158397,72.58075925519049,23.877500831956,24.39701359397213,-0.9947601345934416,5.225352355851182,569.8940077107113,102.98771246455657,11.380535147643736,1,Weekend,33.64,336.93,25.46,green_smart_campus_dataset
B3,859.5772140836392,14.66156410819838,10.736838428487104,0.94,2.230796772036125,73.22711675263525,73.76111617321327,20.69507958245631,7.806358241915142,5.172236151162501,560.8119211919154,397.8341345622655,98.00130843549064,1,Weekday,47.93,378.98,44.46,green_smart_campus_dataset
B1,317.1490052822529,15.506240045188548,10.780898252047384,0.99,18.639467398725397,47.23424967330568,79.74199712888259,24.963127824739814,9.339941316568495,2.0818487800854117,643.5510671166854,166.8519315160998,42.9721403401314,0,Weekend,40.52,202.44,36.49,green_smart_campus_dataset
B2,866.3437724593824,19.05277206558074,10.855102702589631,0.91,-1.4120281196698148,72.61343855913697,24.720570371064944,14.708124861561158,1.518824837195627,7.767473661838907,394.6906627462351,106.0185588611557,88.23530065286573,1,Weekday,25.04,372.15,19.98,green_smart_campus_dataset
B2,632.2372254322459,5.146618197179032,7.895305956287117,1.0,24.35455935975928,47.07391460220703,71.5869543583235,5.113598938623376,6.51231851194202,2.9886215852664346,886.1807809587838,52.94295081176325,26.812798362965275,1,Weekend,46.96,306.47,33.52,green_smart_campus_dataset
B2,875.7327272721794,6.962746711340246,13.808406101701056,0.47,34.79014752247886,82.90947807023551,81.21045388640898,12.592175892368346,-0.2252476735527739,5.804100231779726,499.87138237756267,149.94934828536782,50.18731683960132,1,Weekend,32.49,363.73,24.52,green_smart_campus_dataset
B1,545.0413650728117,27.03145169407529,7.848751251728618,0.89,27.765545510065287,32.40556683145287,35.857887210691175,17.777778351264363,-9.78997264141063,2.715222255379748,730.1382208629166,361.1906502608887,13.9747949761579,1,Weekend,54.57,287.18,49.52,green_smart_campus_dataset
B3,503.2323883064281,6.946974727282269,7.303712708952935,0.88,17.22814162881205,40.4643196950606,16.770277598972694,19.3590096545397,-2.4523094426742444,4.2516787298677015,672.3197748700328,236.9032622370556,13.606839715854452,0,Weekday,45.46,267.43,45.33,green_smart_campus_dataset
B1,932.048586013778,22.67008990526263,3.791331466148778,0.46,14.389654295987684,58.59362798893533,9.196456731751358,0.0127497253985892,14.502246037262022,2.0751462525023023,205.44047480773293,271.3522680337342,94.89484906926744,1,Weekend,23.84,398.79,19.02,green_smart_campus_dataset
B2,400.935414038721,28.000954102726315,5.307171222988711,0.37,28.401198450673878,42.344772512109074,57.53817036099419,12.62567721255735,16.983705856988195,6.330077925320383,660.3754174323502,372.83688636168654,82.95459512761352,0,Weekend,51.66,216.99,48.59,green_smart_campus_dataset
B1,875.3698602289145,11.76709010754328,1.5926828952562468,0.99,32.438963388428974,49.69660717066914,97.80981193157132,5.880864499266164,-0.1928996501378019,4.255843601413507,595.6324101829864,229.49397133746024,57.6843439972414,1,Weekend,41.26,376.53,39.61,green_smart_campus_dataset
B1,587.2164580075232,14.262285926487856,9.869494110626384,0.51,34.56826103192372,54.46958825790163,82.29503200222162,21.87279583136971,4.281504958632517,0.1611730448776427,908.7436569303152,343.3979460484151,57.29123562080841,1,Weekend,62.61,302.67,44.73,green_smart_campus_dataset
B3,611.2763540410078,19.22303514611791,4.4795004149793005,0.91,10.861569102579365,79.94473441694561,43.58396389345528,3.8226361012557137,-8.692201895148612,0.2816499401676609,892.788972836413,163.34164732672377,77.38791566285677,1,Weekend,52.81,310.2,51.48,green_smart_campus_dataset
B3,446.7746251915872,27.042724240964617,5.258173562796511,0.3,34.63669899178049,56.623457752608495,53.66209028549586,16.661406239370834,-1.70279846158118,4.711343184714222,235.8593086704817,391.985651994427,40.75019034134411,0,Weekday,31.39,253.74,26.36,green_smart_campus_dataset
B2,658.4337604952125,28.547639681510503,11.791403303300497,0.31,1.2370500869532597,45.37218940301924,27.952788541181896,6.651554758123121,17.27267491803047,1.832258669053544,173.51663102794691,77.58485572935834,78.5682348275757,1,Weekday,12.56,301.21,12.43,green_smart_campus_dataset
B1,460.16895702096906,23.4890812027817,5.5810965642603545,0.63,5.141991037276368,37.34153148245811,16.306586736006356,8.913553580356806,11.209519459277004,5.850420481447424,365.1329972897819,303.69033392964263,53.65075419939451,1,Weekday,33.44,242.24,28.81,green_smart_campus_dataset
B1,231.41553139332183,7.165494021367351,4.390742488183991,0.47,-1.4393550106441522,48.607318515453805,48.20811582322733,23.51398151892112,-2.7980317315970007,4.081917817720213,987.951571015878,281.19820036610304,67.41256626203185,0,Weekend,63.46,173.19,48.9,green_smart_campus_dataset
B3,417.5988842754848,21.72885388837127,3.3668084878718805,0.78,5.8695406593792665,56.101527309005895,46.35015661671852,6.011203135201987,-0.9895301707148754,6.544198355397227,119.41639876568507,117.08502704778591,96.8346505092833,0,Weekday,11.83,232.96,11.74,green_smart_campus_dataset
B1,205.10323472527256,15.257593046816552,11.848017630547382,0.7,25.71750206472045,72.22804000422654,52.19299528037602,2.3750690455732664,18.588070804634604,9.523951740639516,705.6030156155891,186.0953995962876,52.41840017682354,1,Weekend,44.58,172.32,34.46,green_smart_campus_dataset
B1,982.6838296454852,16.767524987276538,2.8158876118603766,0.35,29.11697432713799,28.473414332063705,95.28045855639408,1.7321225361056458,-2.682052896928472,5.287361347952536,647.6623604568795,159.49019087195225,47.65641937718051,0,Weekday,40.36,391.2,38.94,green_smart_campus_dataset
B1,972.597767855798,6.228709758629426,7.352552643504949,0.41,26.15570580410287,35.51264317674056,60.38953001447722,12.615377752486554,1.6955204046495922,7.873786035900996,681.9204524120352,83.07250391637338,91.51742565472227,0,Weekday,38.25,405.2,28.76,green_smart_campus_dataset
B3,516.124237977844,9.776553483658954,8.097021625080721,0.57,20.24263112670785,46.57578111080713,60.577183662237374,16.042787057107198,13.252554207912551,7.5304099631593715,296.45730079366734,254.6758080327944,91.23224454247097,1,Weekday,27.56,265.77,24.87,green_smart_campus_dataset
B2,782.6966834717168,24.762840188341197,10.623458777600003,0.43,15.558660500905823,45.22788835836602,12.802476286107678,8.18234108927218,9.638933499782752,9.217911043238653,304.0456112198649,397.7844459478079,99.31768316948582,0,Weekday,35.09,324.03,28.89,green_smart_campus_dataset
B2,476.64487872834,16.348970826196492,9.865968752661937,0.85,23.348171568545855,47.42236613236482,99.64888661768204,17.25649354482702,6.130457183183498,2.140178672380062,487.57787395644215,245.85584936868625,59.57766993774783,1,Weekend,36.67,245.08,36.36,green_smart_campus_dataset
B1,736.8745256687808,12.541556040778724,12.350089421232449,0.59,10.633341970688871,75.54648852482272,77.28449442346685,1.5258429643309452,21.49093818429105,8.273269707849408,186.27202636026072,240.8409674077767,40.98353869239425,0,Weekday,21.36,325.95,16.14,green_smart_campus_dataset
B2,844.3440344367833,14.600476849123954,1.626520074967334,0.37,28.65233405998807,42.69080820735212,87.72033440940048,21.43336612307192,-2.3101338049731908,9.055203785046867,167.15188811704618,64.10979757409191,31.635105685993324,0,Weekday,11.56,383.75,9.51,green_smart_campus_dataset
B3,957.4049957537926,26.359987833142004,5.150170146911561,0.64,22.087603759071417,55.132872628186526,41.430041183099405,20.414180243480946,15.949696180204995,3.9276298094757767,179.52350813748748,98.72707817729165,13.068672125649565,1,Weekend,13.91,389.56,12.41,green_smart_campus_dataset
B3,520.1698206797375,23.724975435123923,4.921877662855317,0.36,22.91218793977634,63.67349230005276,50.21280957856249,24.637406784802145,-4.432765578363583,3.138161945989681,615.6812541756319,229.6266811857913,75.40557617897969,1,Weekday,42.27,263.56,41.99,green_smart_campus_dataset
B2,826.6383863648382,11.80788492952707,3.044236678289515,0.39,16.43743972516285,36.25249851285236,52.20838091622765,23.412624522546132,11.55068417187508,9.520359096782878,457.9676712081044,394.81249746442495,31.012855636190203,1,Weekday,42.64,383.17,33.74,green_smart_campus_dataset
B2,412.7427605056951,7.937546005309333,5.048495553990204,0.47,30.4091593684469,70.30867710032771,19.40945392896052,8.904929097973202,20.47182471939596,6.276328221388679,364.25510259154623,356.8127074116506,64.59767967030916,0,Weekend,36.05,219.81,29.53,green_smart_campus_dataset
B1,992.2658430349188,11.299955541101792,5.336714398000648,0.9,5.0805893471621,58.29779238167967,68.94891563269572,9.98188460038943,6.0265624917348255,3.806764852414684,384.23744168617503,169.0731924806086,92.4933128827956,1,Weekday,27.67,416.48,23.2,green_smart_campus_dataset
B2,220.6156790114809,28.018911276368343,8.306382466984696,0.95,10.245906134442029,51.27468141219647,90.29767236174568,18.64912118695649,15.350307751696512,7.918277209316303,286.5549752641664,240.0514889798446,95.5192246655074,1,Weekday,26.33,199.18,20.43,green_smart_campus_dataset
B1,682.8230452008968,19.53972094624388,10.291862704967585,0.88,26.105702787107564,76.68488187168197,16.370581813841902,3.35206929887458,18.713767354964588,3.044739016157151,470.35480178974143,243.44577778894785,10.396912058227928,1,Weekend,35.69,308.43,33.73,green_smart_campus_dataset
B1,727.6047853210617,18.337005218619574,6.335407190565397,0.53,14.709955845173509,37.04466814296274,8.63182734861645,7.850367756120871,-5.239075129283904,1.7640758606986209,282.75226227997064,289.8762144667641,38.53675282387208,0,Weekend,28.63,317.1,20.83,green_smart_campus_dataset
B3,750.4364456593031,19.90983999231154,11.072583238387336,0.49,30.56856053696763,81.82231794300262,73.82189055403423,2.963523424391207,14.703941334873852,5.439696357977056,728.2414380693992,290.7237144336985,85.36402265187041,1,Weekday,50.95,331.21,46.44,green_smart_campus_dataset
B3,296.3100630312712,14.15070664366288,5.70631474011412,0.68,8.855972790514093,59.27341147566926,27.320183167298207,11.372161226820785,22.19443583960367,5.662120449106034,211.5392613885425,326.4273709350908,58.280068481638175,1,Weekday,26.9,186.67,23.14,green_smart_campus_dataset
B3,950.8238267785044,25.177675507987814,5.063971482406645,0.81,9.77320675278579,62.64224155657608,62.386254161732936,13.80010699713294,10.172971344944049,8.25746482267338,953.417876122762,58.739858693888834,82.67578601339375,0,Weekday,50.61,404.5,39.1,green_smart_campus_dataset
B3,344.94662324006623,18.082156232506243,8.576632781998342,1.0,30.54943157546501,81.254127491826,69.57583379921807,5.27901174906881,-3.4857214414935385,4.5702735502043,180.837046114554,380.28806672310606,86.79909545541442,1,Weekend,28.06,211.1,23.79,green_smart_campus_dataset
B2,698.2027225918729,7.918697569219889,1.3320290442810685,0.39,13.574812807281642,77.23078814945352,32.19107635818218,0.665792172852625,-5.557011394386996,8.145865395053416,949.1146428518884,74.5217160962363,49.83635979471905,1,Weekend,51.18,311.97,48.57,green_smart_campus_dataset
B3,378.14086329846793,8.226628120726573,2.1170477308760054,0.33,15.64498336809947,62.10934481753302,81.51445974257844,17.98389579376308,-0.909263433663824,3.113226793483385,849.965474368366,216.656039016929,42.3084644222307,1,Weekday,53.33,219.87,44.46,green_smart_campus_dataset
B2,445.7731336170167,18.42147866256546,6.8515736102113785,0.79,8.310548613427176,72.72313926937218,54.99889821142169,0.5001291106542127,-6.37703558441611,5.753682021777919,712.6409085520423,371.8527467256649,50.988993944547296,1,Weekend,54.22,256.55,39.94,green_smart_campus_dataset
B3,637.1668333824995,28.41425545177098,14.20077795948459,0.88,6.066797687163277,50.33236431630278,86.89994079518027,24.335065223208904,7.96879250547666,2.0847277890071583,921.0714900089353,220.68409023087796,68.75156823618397,0,Weekend,57.09,296.38,40.66,green_smart_campus_dataset
B2,533.7547348516612,12.708803041904968,11.101164917807932,0.89,21.23794843353568,58.31644274498224,76.32935525589475,5.540181418559886,-7.560336105264289,3.854459509165964,225.2969141656392,72.27289198159089,43.04432375981365,1,Weekday,14.88,265.6,13.89,green_smart_campus_dataset
B1,328.180480781205,26.73852922148046,2.2337719730078085,0.77,-0.206373538351845,24.344909569595774,86.85756320374539,16.597502302907277,-2.1808381377320742,8.575396978328511,258.6832967682238,130.23400693417872,79.74894598279775,1,Weekend,19.45,216.41,15.54,green_smart_campus_dataset
B2,336.74912193667865,24.102389664471985,12.848452178932233,0.97,30.17090564731637,26.29005426000328,2.016138211789409,10.868793155999729,5.396865536927502,2.1598819343575504,326.9373328529342,252.53336437894797,91.35935143165202,1,Weekend,28.97,222.49,28.37,green_smart_campus_dataset
B2,534.5158305302398,11.195311072672672,11.252210788514532,0.66,26.16812547060432,78.05977829304325,24.350626073859477,1.49184650842768,6.587016264070751,8.102394628992677,320.3303740893018,80.75156626463917,35.40800819428539,1,Weekend,20.05,272.11,17.75,green_smart_campus_dataset
B3,805.8263826204006,5.908518707906062,9.553251359837144,0.94,2.629930548232111,24.17701589777477,9.000794044593864,11.804590165861686,9.788946980143756,2.828716578474062,379.76344383444416,198.28727585605372,96.84906797568156,1,Weekend,28.9,353.97,24.01,green_smart_campus_dataset
B2,918.3717174782308,7.546181628559569,12.484101448528484,0.98,22.76079783298261,31.85793879428251,44.20830171893492,12.919015857419993,14.696523696275428,0.3448971967945369,618.067808445784,165.1826431669917,66.04527220527795,0,Weekday,39.16,389.43,34.04,green_smart_campus_dataset
B1,267.3021298075063,23.212348346186005,6.657537868401399,0.89,19.105316851425396,75.70828612653091,88.99601216153182,21.367080202321716,-8.346997611708636,1.0993457005684626,125.35535017459416,335.32266973848385,89.03518940977669,1,Weekend,23.03,191.89,19.28,green_smart_campus_dataset
B1,514.4831260475208,9.991743451016166,4.101014711953939,0.52,2.3814020294657645,20.08021654397794,46.75402622668692,18.308726741197447,-7.178266673847586,7.458795453207881,444.0453355359782,88.54617841740722,19.352479174489496,1,Weekday,26.63,282.91,25.88,green_smart_campus_dataset
B3,280.1964509783013,14.281773012634844,8.16832744752263,0.44,5.928140242009299,39.76830301921051,84.97130445803941,1.9825618688346591,-7.869929686832674,2.6207092650214827,321.7466151033368,288.9794575555752,32.63492233506149,1,Weekday,30.54,188.39,25.57,green_smart_campus_dataset
B1,213.2739845060783,17.54247915016062,8.683784578308632,0.68,11.359460149353374,60.88270604786352,32.717823801931786,5.229067085806626,4.810261041271861,6.541455922412722,645.9668632474499,192.30617480656815,38.891717148933296,0,Weekday,41.91,159.01,30.65,green_smart_campus_dataset
B2,729.3749461151652,23.13670421125407,8.536569208138769,0.62,22.969709409818957,61.68149520285076,33.95700728052524,7.797192105373693,-8.5353219290973,6.99198902757233,986.652397946382,255.71273816531505,37.2539936057062,1,Weekday,62.12,321.73,54.61,green_smart_campus_dataset
B1,681.9595535732702,7.830780581478134,8.911033080721474,0.91,20.54893635268024,74.40070357606315,89.55617303268775,2.9101921616204867,16.11284433909642,3.4511846443468484,565.8891509650354,121.93612017219066,25.467504093867863,0,Weekend,34.39,305.72,30.5,green_smart_campus_dataset
B3,330.415291051909,15.159160131936536,14.281868855348533,0.37,16.289393907067918,55.41483781445193,42.58171465117015,11.422476772862264,-2.1949936636532748,4.749189872111402,483.1167152065904,263.3962896665689,88.13808527723491,1,Weekday,37.33,210.19,34.7,green_smart_campus_dataset
B2,387.0502664744513,17.126822728567383,13.63143872334724,0.48,25.736421724561367,55.65813086716793,78.97654877946664,24.60772977156339,22.872437265148555,4.037670904558106,431.4191906306045,285.89220459563944,47.6750927160595,1,Weekday,35.87,213.97,35.15,green_smart_campus_dataset
B3,218.9662029156147,18.520676599288493,13.260038511825153,0.83,25.31750958424664,70.77174028784903,23.66435478819013,12.86531978094404,7.024131428398899,9.47348996354534,806.454296991872,74.58104763137723,96.68171912201092,0,Weekend,44.05,169.54,36.69,green_smart_campus_dataset
B2,867.957764555523,25.459016034880417,12.21983535272078,0.37,19.71436616249024,54.90371242863985,94.88008296776354,18.547054208079235,5.621401335477056,3.1994886235158737,164.78283848565425,338.520493654028,62.51251301111324,1,Weekend,25.17,376.91,20.28,green_smart_campus_dataset
B1,979.7524768388412,9.291954876080425,14.207993501713997,0.52,26.47960333539301,62.594376059453175,57.45782465305711,17.073444942483654,17.31885424238251,1.833230422249608,963.7934630141094,351.4389395108845,22.45551720803768,1,Weekend,65.76,390.55,55.71,green_smart_campus_dataset
B3,308.36762943575263,25.19578629566556,2.378924983511645,0.57,8.370534991168368,82.84418477785357,75.93235685784019,21.24778587730345,14.96038943625469,3.6559284287557823,476.126097389241,72.24391948897815,59.13142388505614,0,Weekday,27.42,189.73,26.6,green_smart_campus_dataset
B3,385.1801710122385,22.321960692416305,4.7117256602403526,0.74,30.249981132904225,48.10157053286604,8.95156997948855,5.393087261640236,11.255816433185,6.695157076020122,382.33065324260167,261.11562083405,99.4190632951818,1,Weekday,32.17,233.42,31.98,green_smart_campus_dataset
B2,894.7276191575472,18.89677035497398,7.930783239164189,0.41,19.59640343207763,46.95875496434556,49.26642258305287,18.845656542325703,22.730134718762947,6.973626903614653,976.6613047597313,257.90402394027944,60.86545183893473,1,Weekend,61.73,368.59,61.2,green_smart_campus_dataset
B3,941.171038364948,22.488196760064294,12.851482903727671,0.9,27.89454055249722,20.248429430533992,90.10384977340232,22.03388100764374,4.779074134547695,9.240573153600067,942.29097691888,54.36044415395517,10.168241061660634,1,Weekend,49.83,392.3,38.31,green_smart_campus_dataset
B2,535.7019062454483,15.30044347379141,8.072319961318254,0.61,16.85116419161136,62.93983830648624,87.70386290433045,4.287745574506069,18.298608652030023,8.817544848758093,677.7407257891489,169.82124488458297,93.97719132313772,0,Weekday,42.38,273.8,35.98,green_smart_campus_dataset
B2,240.4979778152593,8.459939649203115,11.472486350782242,0.94,3.737529799547215,22.08403351849924,4.681395723422755,8.670055494700094,3.303253101103648,2.8832052041727554,116.6566373653612,389.12402394981166,31.14049655153704,0,Weekend,25.29,194.61,19.67,green_smart_campus_dataset
B2,231.51346695425556,21.644131006634183,2.9454386734848272,0.63,16.696405147132346,55.29039428098214,30.369846912894676,24.25254410828904,19.34209860036367,4.551632489675964,773.6814785859146,244.40776329406003,71.96761477620609,1,Weekend,50.9,186.17,41.25,green_smart_campus_dataset
B2,659.1598928552083,18.11680766714056,4.533793381671843,0.49,9.844466551063524,76.29636523225587,44.33200064790801,19.519696149494813,-0.9183879861910976,7.47268988183434,402.0016600378012,376.6241309595268,56.35721394598984,1,Weekday,38.93,308.01,27.62,green_smart_campus_dataset
B1,514.3160871145433,20.98437001356939,11.244865330527414,0.4,22.899961441483786,58.49447493637642,17.226481435578822,7.064770813438309,0.1243475492611363,9.165372806020253,449.452207768835,286.4756225570844,39.28903811567976,0,Weekend,36.8,250.14,27.53,green_smart_campus_dataset
B2,222.9219420621236,13.44996952571225,3.3062761244281367,0.3,14.031751669389433,38.87453156516732,72.99983109899703,14.098544241112174,13.725433690610888,3.371650128568918,242.86791607964972,59.93668137814675,35.43755713087498,1,Weekend,15.14,186.78,12.4,green_smart_campus_dataset
B3,666.6019138500454,27.6716644334959,5.918983085168975,0.67,28.444512197107507,75.03178950145599,18.45119955987116,10.10815307123697,-2.555034676687128,4.444414341769959,571.1122754784094,77.19961931693722,93.58838762563944,1,Weekend,32.42,323.24,26.24,green_smart_campus_dataset
B1,209.042029271218,19.684246714389424,4.70812760939,0.38,22.122900492876667,38.88019028577772,34.663969436988616,12.249129408178248,-1.9796034541099927,8.994782704536089,770.0973365833896,302.762634378598,92.07333063278534,0,Weekend,53.64,151.94,42.03,green_smart_campus_dataset
B3,829.8975665194183,7.135062107271846,5.898063719114699,0.57,22.38177732125296,71.31222466621291,66.32806368578183,8.879154784767712,0.6841850156095166,3.5848387315842265,345.7100062837616,244.0987266291568,56.18213560484013,0,Weekend,29.49,359.8,22.68,green_smart_campus_dataset
B1,445.1462581626972,16.245099767610718,10.916536687091584,0.71,3.686213339642599,62.71809186331619,48.20893445244799,6.983275463258515,13.762506938113155,4.805129861917358,944.8596172390376,94.5030826099565,33.26456759816253,0,Weekend,51.97,230.84,48.06,green_smart_campus_dataset
B2,232.20640240738567,23.908901368590858,6.149860535999214,0.49,34.36999065965161,31.899740772360083,73.85710386348939,16.86907603478547,21.12858323481312,9.045041412180788,275.2631704026589,264.9219374237657,19.2107828954798,1,Weekday,27.01,171.8,21.29,green_smart_campus_dataset
B1,670.6817767865227,24.853364043306808,8.773686516511162,0.42,28.66700837085955,83.35937123909301,96.12079012228595,19.46354537715294,13.609867789444536,8.022432179898482,159.63610653499003,333.6005761988687,24.091874457317704,1,Weekday,24.66,310.33,22.49,green_smart_campus_dataset
B1,518.1475315464438,17.364926319093968,2.399046278761735,0.84,26.560195382427786,34.0450578070037,11.654668771519749,21.84892806868362,18.973498552044383,2.434309250098028,679.9274860149109,313.5438505464142,57.002655316654405,0,Weekend,49.67,268.23,40.26,green_smart_campus_dataset
B3,979.0403306857196,27.368689270782525,12.270247705284788,0.96,8.208609006401097,89.27109518984689,70.95677163980609,3.883249182954701,9.02462063930644,3.2479506541193337,864.3868586920421,136.15686101122344,37.70469645211082,1,Weekday,50.03,411.2,47.06,green_smart_campus_dataset
B3,635.3589300029618,11.69171092985744,6.178440759073748,0.37,16.425266113889275,20.51173420584585,23.034415563211454,20.571388091131016,-7.587687252919915,3.529587274593391,957.819573376761,140.36823832961537,13.786132803396104,1,Weekend,54.91,304.46,41.19,green_smart_campus_dataset
B2,420.1913448296066,15.264967430956665,10.079478226466794,0.41,0.4841275229731456,38.443836400003214,41.44767274075692,6.370020611926589,-6.483682597202477,9.127384734310596,790.4539094648669,388.7432317857398,50.96506467799901,1,Weekday,58.96,241.61,44.06,green_smart_campus_dataset
B1,767.5510917071798,27.46492276422425,11.155454423265656,0.97,16.539039066508238,33.99022080919392,3.2862725795139824,10.683409747751266,9.40371924284204,9.98933737104539,279.68501035546507,360.5916807534507,77.15703632178823,1,Weekend,32.01,348.96,28.93,green_smart_campus_dataset
B1,417.1936020341691,27.40641791178947,3.935252909563806,0.33,0.8355698593314909,20.979538711932385,13.590738229269894,22.53609214623117,1.473033902473837,7.740043021554399,979.8950663233572,161.4180600508052,90.25256043639888,0,Weekday,57.07,225.62,55.61,green_smart_campus_dataset
B1,923.394633126052,22.14281922061702,13.3854497893469,0.98,17.121513759584047,71.2657530103121,31.977728904889968,11.36259002456505,-2.280117422707008,4.843263024935066,927.4922884259583,338.4190713841529,62.67556411147804,1,Weekend,63.3,397.38,47.03,green_smart_campus_dataset
B2,499.77757640590113,26.474513678055505,9.62713952249734,0.3,20.948875206196224,68.53980614697173,34.198580528798495,4.926588351107905,6.318992455591729,0.1017381806747896,246.8506804862027,106.60848540639093,75.09629114582015,0,Weekend,17.67,243.79,12.76,green_smart_campus_dataset
B2,639.8948502209641,7.219331673905817,7.00215198452074,0.91,10.607838689996091,75.46456750484514,89.95852164620958,3.996716380927945,13.327385931650554,6.974880565979574,602.907244223792,118.89438546429754,42.76634237784391,1,Weekend,36.09,312.5,35.38,green_smart_campus_dataset
B2,240.45848305938307,26.624874405194408,3.5526925700950738,0.52,14.94179513325173,37.968898252519566,74.18129092665151,11.824594166303346,3.474718170755045,3.893611644977847,599.965683337881,113.41861884587088,54.66143612952455,0,Weekday,35.67,182.56,26.22,green_smart_campus_dataset
